"prompt_path","dsm_path","city","rgb_path","split","patch_id"
"Paris/prompt_dsm_30m/paris_0070_prompt.tif","Paris/dsm/paris_0070.tif","Paris","Paris/rgb/paris_0070.tif","training","000070"
"Paris/prompt_dsm_30m/paris_0139_prompt.tif","Paris/dsm/paris_0139.tif","Paris","Paris/rgb/paris_0139.tif","training","000139"
"Paris/prompt_dsm_30m/paris_0003_prompt.tif","Paris/dsm/paris_0003.tif","Paris","Paris/rgb/paris_0003.tif","training","000003"
"Paris/prompt_dsm_30m/paris_0094_prompt.tif","Paris/dsm/paris_0094.tif","Paris","Paris/rgb/paris_0094.tif","training","000094"
"Paris/prompt_dsm_30m/paris_0137_prompt.tif","Paris/dsm/paris_0137.tif","Paris","Paris/rgb/paris_0137.tif","training","000137"
"Paris/prompt_dsm_30m/paris_0157_prompt.tif","Paris/dsm/paris_0157.tif","Paris","Paris/rgb/paris_0157.tif","training","000157"
"Paris/prompt_dsm_30m/paris_0091_prompt.tif","Paris/dsm/paris_0091.tif","Paris","Paris/rgb/paris_0091.tif","training","000091"
"Paris/prompt_dsm_30m/paris_0115_prompt.tif","Paris/dsm/paris_0115.tif","Paris","Paris/rgb/paris_0115.tif","training","000115"
"Paris/prompt_dsm_30m/paris_0027_prompt.tif","Paris/dsm/paris_0027.tif","Paris","Paris/rgb/paris_0027.tif","training","000027"
"Paris/prompt_dsm_30m/paris_0147_prompt.tif","Paris/dsm/paris_0147.tif","Paris","Paris/rgb/paris_0147.tif","training","000147"
"Paris/prompt_dsm_30m/paris_0138_prompt.tif","Paris/dsm/paris_0138.tif","Paris","Paris/rgb/paris_0138.tif","training","000138"
"Paris/prompt_dsm_30m/paris_0098_prompt.tif","Paris/dsm/paris_0098.tif","Paris","Paris/rgb/paris_0098.tif","training","000098"
"Paris/prompt_dsm_30m/paris_0066_prompt.tif","Paris/dsm/paris_0066.tif","Paris","Paris/rgb/paris_0066.tif","training","000066"
"Paris/prompt_dsm_30m/paris_0037_prompt.tif","Paris/dsm/paris_0037.tif","Paris","Paris/rgb/paris_0037.tif","training","000037"
"Paris/prompt_dsm_30m/paris_0127_prompt.tif","Paris/dsm/paris_0127.tif","Paris","Paris/rgb/paris_0127.tif","training","000127"
"Paris/prompt_dsm_30m/paris_0023_prompt.tif","Paris/dsm/paris_0023.tif","Paris","Paris/rgb/paris_0023.tif","training","000023"
"Paris/prompt_dsm_30m/paris_0102_prompt.tif","Paris/dsm/paris_0102.tif","Paris","Paris/rgb/paris_0102.tif","training","000102"
"Paris/prompt_dsm_30m/paris_0162_prompt.tif","Paris/dsm/paris_0162.tif","Paris","Paris/rgb/paris_0162.tif","training","000162"
"Paris/prompt_dsm_30m/paris_0097_prompt.tif","Paris/dsm/paris_0097.tif","Paris","Paris/rgb/paris_0097.tif","training","000097"
"Paris/prompt_dsm_30m/paris_0012_prompt.tif","Paris/dsm/paris_0012.tif","Paris","Paris/rgb/paris_0012.tif","training","000012"
"Paris/prompt_dsm_30m/paris_0068_prompt.tif","Paris/dsm/paris_0068.tif","Paris","Paris/rgb/paris_0068.tif","training","000068"
"Paris/prompt_dsm_30m/paris_0134_prompt.tif","Paris/dsm/paris_0134.tif","Paris","Paris/rgb/paris_0134.tif","training","000134"
"Paris/prompt_dsm_30m/paris_0007_prompt.tif","Paris/dsm/paris_0007.tif","Paris","Paris/rgb/paris_0007.tif","training","000007"
"Paris/prompt_dsm_30m/paris_0028_prompt.tif","Paris/dsm/paris_0028.tif","Paris","Paris/rgb/paris_0028.tif","training","000028"
"Paris/prompt_dsm_30m/paris_0079_prompt.tif","Paris/dsm/paris_0079.tif","Paris","Paris/rgb/paris_0079.tif","training","000079"
"Paris/prompt_dsm_30m/paris_0148_prompt.tif","Paris/dsm/paris_0148.tif","Paris","Paris/rgb/paris_0148.tif","training","000148"
"Paris/prompt_dsm_30m/paris_0039_prompt.tif","Paris/dsm/paris_0039.tif","Paris","Paris/rgb/paris_0039.tif","training","000039"
"Paris/prompt_dsm_30m/paris_0042_prompt.tif","Paris/dsm/paris_0042.tif","Paris","Paris/rgb/paris_0042.tif","training","000042"
"Paris/prompt_dsm_30m/paris_0005_prompt.tif","Paris/dsm/paris_0005.tif","Paris","Paris/rgb/paris_0005.tif","training","000005"
"Paris/prompt_dsm_30m/paris_0144_prompt.tif","Paris/dsm/paris_0144.tif","Paris","Paris/rgb/paris_0144.tif","training","000144"
"Paris/prompt_dsm_30m/paris_0033_prompt.tif","Paris/dsm/paris_0033.tif","Paris","Paris/rgb/paris_0033.tif","training","000033"
"Paris/prompt_dsm_30m/paris_0067_prompt.tif","Paris/dsm/paris_0067.tif","Paris","Paris/rgb/paris_0067.tif","training","000067"
"Paris/prompt_dsm_30m/paris_0128_prompt.tif","Paris/dsm/paris_0128.tif","Paris","Paris/rgb/paris_0128.tif","training","000128"
"Paris/prompt_dsm_30m/paris_0096_prompt.tif","Paris/dsm/paris_0096.tif","Paris","Paris/rgb/paris_0096.tif","training","000096"
"Paris/prompt_dsm_30m/paris_0011_prompt.tif","Paris/dsm/paris_0011.tif","Paris","Paris/rgb/paris_0011.tif","training","000011"
"Paris/prompt_dsm_30m/paris_0101_prompt.tif","Paris/dsm/paris_0101.tif","Paris","Paris/rgb/paris_0101.tif","training","000101"
"Paris/prompt_dsm_30m/paris_0116_prompt.tif","Paris/dsm/paris_0116.tif","Paris","Paris/rgb/paris_0116.tif","training","000116"
"Paris/prompt_dsm_30m/paris_0001_prompt.tif","Paris/dsm/paris_0001.tif","Paris","Paris/rgb/paris_0001.tif","training","000001"
"Paris/prompt_dsm_30m/paris_0126_prompt.tif","Paris/dsm/paris_0126.tif","Paris","Paris/rgb/paris_0126.tif","training","000126"
"Paris/prompt_dsm_30m/paris_0118_prompt.tif","Paris/dsm/paris_0118.tif","Paris","Paris/rgb/paris_0118.tif","training","000118"
"Paris/prompt_dsm_30m/paris_0065_prompt.tif","Paris/dsm/paris_0065.tif","Paris","Paris/rgb/paris_0065.tif","training","000065"
"Paris/prompt_dsm_30m/paris_0045_prompt.tif","Paris/dsm/paris_0045.tif","Paris","Paris/rgb/paris_0045.tif","training","000045"
"Paris/prompt_dsm_30m/paris_0121_prompt.tif","Paris/dsm/paris_0121.tif","Paris","Paris/rgb/paris_0121.tif","training","000121"
"Paris/prompt_dsm_30m/paris_0029_prompt.tif","Paris/dsm/paris_0029.tif","Paris","Paris/rgb/paris_0029.tif","training","000029"
"Paris/prompt_dsm_30m/paris_0041_prompt.tif","Paris/dsm/paris_0041.tif","Paris","Paris/rgb/paris_0041.tif","training","000041"
"Paris/prompt_dsm_30m/paris_0119_prompt.tif","Paris/dsm/paris_0119.tif","Paris","Paris/rgb/paris_0119.tif","training","000119"
"Paris/prompt_dsm_30m/paris_0026_prompt.tif","Paris/dsm/paris_0026.tif","Paris","Paris/rgb/paris_0026.tif","training","000026"
"Paris/prompt_dsm_30m/paris_0024_prompt.tif","Paris/dsm/paris_0024.tif","Paris","Paris/rgb/paris_0024.tif","training","000024"
"Paris/prompt_dsm_30m/paris_0124_prompt.tif","Paris/dsm/paris_0124.tif","Paris","Paris/rgb/paris_0124.tif","training","000124"
"Paris/prompt_dsm_30m/paris_0082_prompt.tif","Paris/dsm/paris_0082.tif","Paris","Paris/rgb/paris_0082.tif","training","000082"
"Paris/prompt_dsm_30m/paris_0080_prompt.tif","Paris/dsm/paris_0080.tif","Paris","Paris/rgb/paris_0080.tif","training","000080"
"Paris/prompt_dsm_30m/paris_0085_prompt.tif","Paris/dsm/paris_0085.tif","Paris","Paris/rgb/paris_0085.tif","training","000085"
"Paris/prompt_dsm_30m/paris_0040_prompt.tif","Paris/dsm/paris_0040.tif","Paris","Paris/rgb/paris_0040.tif","training","000040"
"Paris/prompt_dsm_30m/paris_0095_prompt.tif","Paris/dsm/paris_0095.tif","Paris","Paris/rgb/paris_0095.tif","training","000095"
"Paris/prompt_dsm_30m/paris_0087_prompt.tif","Paris/dsm/paris_0087.tif","Paris","Paris/rgb/paris_0087.tif","training","000087"
"Paris/prompt_dsm_30m/paris_0113_prompt.tif","Paris/dsm/paris_0113.tif","Paris","Paris/rgb/paris_0113.tif","training","000113"
"Paris/prompt_dsm_30m/paris_0166_prompt.tif","Paris/dsm/paris_0166.tif","Paris","Paris/rgb/paris_0166.tif","training","000166"
"Paris/prompt_dsm_30m/paris_0143_prompt.tif","Paris/dsm/paris_0143.tif","Paris","Paris/rgb/paris_0143.tif","training","000143"
"Paris/prompt_dsm_30m/paris_0048_prompt.tif","Paris/dsm/paris_0048.tif","Paris","Paris/rgb/paris_0048.tif","training","000048"
"Paris/prompt_dsm_30m/paris_0129_prompt.tif","Paris/dsm/paris_0129.tif","Paris","Paris/rgb/paris_0129.tif","training","000129"
"Paris/prompt_dsm_30m/paris_0062_prompt.tif","Paris/dsm/paris_0062.tif","Paris","Paris/rgb/paris_0062.tif","training","000062"
"Paris/prompt_dsm_30m/paris_0074_prompt.tif","Paris/dsm/paris_0074.tif","Paris","Paris/rgb/paris_0074.tif","training","000074"
"Paris/prompt_dsm_30m/paris_0034_prompt.tif","Paris/dsm/paris_0034.tif","Paris","Paris/rgb/paris_0034.tif","training","000034"
"Paris/prompt_dsm_30m/paris_0160_prompt.tif","Paris/dsm/paris_0160.tif","Paris","Paris/rgb/paris_0160.tif","training","000160"
"Paris/prompt_dsm_30m/paris_0125_prompt.tif","Paris/dsm/paris_0125.tif","Paris","Paris/rgb/paris_0125.tif","training","000125"
"Paris/prompt_dsm_30m/paris_0133_prompt.tif","Paris/dsm/paris_0133.tif","Paris","Paris/rgb/paris_0133.tif","training","000133"
"Paris/prompt_dsm_30m/paris_0063_prompt.tif","Paris/dsm/paris_0063.tif","Paris","Paris/rgb/paris_0063.tif","training","000063"
"Paris/prompt_dsm_30m/paris_0169_prompt.tif","Paris/dsm/paris_0169.tif","Paris","Paris/rgb/paris_0169.tif","training","000169"
"Paris/prompt_dsm_30m/paris_0105_prompt.tif","Paris/dsm/paris_0105.tif","Paris","Paris/rgb/paris_0105.tif","training","000105"
"Paris/prompt_dsm_30m/paris_0141_prompt.tif","Paris/dsm/paris_0141.tif","Paris","Paris/rgb/paris_0141.tif","training","000141"
"Paris/prompt_dsm_30m/paris_0054_prompt.tif","Paris/dsm/paris_0054.tif","Paris","Paris/rgb/paris_0054.tif","training","000054"
"Paris/prompt_dsm_30m/paris_0006_prompt.tif","Paris/dsm/paris_0006.tif","Paris","Paris/rgb/paris_0006.tif","training","000006"
"Paris/prompt_dsm_30m/paris_0123_prompt.tif","Paris/dsm/paris_0123.tif","Paris","Paris/rgb/paris_0123.tif","training","000123"
"Paris/prompt_dsm_30m/paris_0004_prompt.tif","Paris/dsm/paris_0004.tif","Paris","Paris/rgb/paris_0004.tif","training","000004"
"Paris/prompt_dsm_30m/paris_0158_prompt.tif","Paris/dsm/paris_0158.tif","Paris","Paris/rgb/paris_0158.tif","training","000158"
"Paris/prompt_dsm_30m/paris_0050_prompt.tif","Paris/dsm/paris_0050.tif","Paris","Paris/rgb/paris_0050.tif","training","000050"
"Paris/prompt_dsm_30m/paris_0036_prompt.tif","Paris/dsm/paris_0036.tif","Paris","Paris/rgb/paris_0036.tif","training","000036"
"Paris/prompt_dsm_30m/paris_0081_prompt.tif","Paris/dsm/paris_0081.tif","Paris","Paris/rgb/paris_0081.tif","training","000081"
"Paris/prompt_dsm_30m/paris_0078_prompt.tif","Paris/dsm/paris_0078.tif","Paris","Paris/rgb/paris_0078.tif","training","000078"
"Paris/prompt_dsm_30m/paris_0035_prompt.tif","Paris/dsm/paris_0035.tif","Paris","Paris/rgb/paris_0035.tif","training","000035"
"Paris/prompt_dsm_30m/paris_0047_prompt.tif","Paris/dsm/paris_0047.tif","Paris","Paris/rgb/paris_0047.tif","training","000047"
"Paris/prompt_dsm_30m/paris_0008_prompt.tif","Paris/dsm/paris_0008.tif","Paris","Paris/rgb/paris_0008.tif","training","000008"
"Paris/prompt_dsm_30m/paris_0044_prompt.tif","Paris/dsm/paris_0044.tif","Paris","Paris/rgb/paris_0044.tif","training","000044"
"Paris/prompt_dsm_30m/paris_0071_prompt.tif","Paris/dsm/paris_0071.tif","Paris","Paris/rgb/paris_0071.tif","training","000071"
"Paris/prompt_dsm_30m/paris_0155_prompt.tif","Paris/dsm/paris_0155.tif","Paris","Paris/rgb/paris_0155.tif","training","000155"
"Paris/prompt_dsm_30m/paris_0111_prompt.tif","Paris/dsm/paris_0111.tif","Paris","Paris/rgb/paris_0111.tif","training","000111"
"Paris/prompt_dsm_30m/paris_0092_prompt.tif","Paris/dsm/paris_0092.tif","Paris","Paris/rgb/paris_0092.tif","training","000092"
"Paris/prompt_dsm_30m/paris_0084_prompt.tif","Paris/dsm/paris_0084.tif","Paris","Paris/rgb/paris_0084.tif","training","000084"
"Paris/prompt_dsm_30m/paris_0153_prompt.tif","Paris/dsm/paris_0153.tif","Paris","Paris/rgb/paris_0153.tif","training","000153"
"Paris/prompt_dsm_30m/paris_0154_prompt.tif","Paris/dsm/paris_0154.tif","Paris","Paris/rgb/paris_0154.tif","training","000154"
"Paris/prompt_dsm_30m/paris_0090_prompt.tif","Paris/dsm/paris_0090.tif","Paris","Paris/rgb/paris_0090.tif","training","000090"
"Paris/prompt_dsm_30m/paris_0009_prompt.tif","Paris/dsm/paris_0009.tif","Paris","Paris/rgb/paris_0009.tif","training","000009"
"Paris/prompt_dsm_30m/paris_0163_prompt.tif","Paris/dsm/paris_0163.tif","Paris","Paris/rgb/paris_0163.tif","training","000163"
"Paris/prompt_dsm_30m/paris_0114_prompt.tif","Paris/dsm/paris_0114.tif","Paris","Paris/rgb/paris_0114.tif","training","000114"
"Paris/prompt_dsm_30m/paris_0014_prompt.tif","Paris/dsm/paris_0014.tif","Paris","Paris/rgb/paris_0014.tif","training","000014"
"Paris/prompt_dsm_30m/paris_0060_prompt.tif","Paris/dsm/paris_0060.tif","Paris","Paris/rgb/paris_0060.tif","training","000060"
"Paris/prompt_dsm_30m/paris_0146_prompt.tif","Paris/dsm/paris_0146.tif","Paris","Paris/rgb/paris_0146.tif","training","000146"
"Paris/prompt_dsm_30m/paris_0132_prompt.tif","Paris/dsm/paris_0132.tif","Paris","Paris/rgb/paris_0132.tif","training","000132"
"Paris/prompt_dsm_30m/paris_0018_prompt.tif","Paris/dsm/paris_0018.tif","Paris","Paris/rgb/paris_0018.tif","training","000018"
"Paris/prompt_dsm_30m/paris_0073_prompt.tif","Paris/dsm/paris_0073.tif","Paris","Paris/rgb/paris_0073.tif","training","000073"
"Paris/prompt_dsm_30m/paris_0149_prompt.tif","Paris/dsm/paris_0149.tif","Paris","Paris/rgb/paris_0149.tif","training","000149"
"Paris/prompt_dsm_30m/paris_0135_prompt.tif","Paris/dsm/paris_0135.tif","Paris","Paris/rgb/paris_0135.tif","training","000135"
"Paris/prompt_dsm_30m/paris_0142_prompt.tif","Paris/dsm/paris_0142.tif","Paris","Paris/rgb/paris_0142.tif","training","000142"
"Paris/prompt_dsm_30m/paris_0156_prompt.tif","Paris/dsm/paris_0156.tif","Paris","Paris/rgb/paris_0156.tif","training","000156"
"Paris/prompt_dsm_30m/paris_0064_prompt.tif","Paris/dsm/paris_0064.tif","Paris","Paris/rgb/paris_0064.tif","training","000064"
"Paris/prompt_dsm_30m/paris_0055_prompt.tif","Paris/dsm/paris_0055.tif","Paris","Paris/rgb/paris_0055.tif","training","000055"
"Paris/prompt_dsm_30m/paris_0108_prompt.tif","Paris/dsm/paris_0108.tif","Paris","Paris/rgb/paris_0108.tif","training","000108"
"Paris/prompt_dsm_30m/paris_0051_prompt.tif","Paris/dsm/paris_0051.tif","Paris","Paris/rgb/paris_0051.tif","training","000051"
"Paris/prompt_dsm_30m/paris_0168_prompt.tif","Paris/dsm/paris_0168.tif","Paris","Paris/rgb/paris_0168.tif","training","000168"
"Paris/prompt_dsm_30m/paris_0059_prompt.tif","Paris/dsm/paris_0059.tif","Paris","Paris/rgb/paris_0059.tif","training","000059"
"Paris/prompt_dsm_30m/paris_0049_prompt.tif","Paris/dsm/paris_0049.tif","Paris","Paris/rgb/paris_0049.tif","training","000049"
"Paris/prompt_dsm_30m/paris_0089_prompt.tif","Paris/dsm/paris_0089.tif","Paris","Paris/rgb/paris_0089.tif","training","000089"
"Paris/prompt_dsm_30m/paris_0022_prompt.tif","Paris/dsm/paris_0022.tif","Paris","Paris/rgb/paris_0022.tif","training","000022"
"Paris/prompt_dsm_30m/paris_0058_prompt.tif","Paris/dsm/paris_0058.tif","Paris","Paris/rgb/paris_0058.tif","training","000058"
"Paris/prompt_dsm_30m/paris_0165_prompt.tif","Paris/dsm/paris_0165.tif","Paris","Paris/rgb/paris_0165.tif","training","000165"
