"prompt_path","dsm_path","city","rgb_path","split","patch_id"
"Austin/prompt_dsm_30m/patch_000064_prompt.tif","Austin/dsm/patch_000064.tif","Austin","Austin/rgb/patch_000064.tif","training","000064"
"Austin/prompt_dsm_30m/patch_000239_prompt.tif","Austin/dsm/patch_000239.tif","Austin","Austin/rgb/patch_000239.tif","training","000239"
"Austin/prompt_dsm_30m/patch_000133_prompt.tif","Austin/dsm/patch_000133.tif","Austin","Austin/rgb/patch_000133.tif","training","000133"
"Austin/prompt_dsm_30m/patch_000102_prompt.tif","Austin/dsm/patch_000102.tif","Austin","Austin/rgb/patch_000102.tif","training","000102"
"Austin/prompt_dsm_30m/patch_000353_prompt.tif","Austin/dsm/patch_000353.tif","Austin","Austin/rgb/patch_000353.tif","training","000353"
"Austin/prompt_dsm_30m/patch_000228_prompt.tif","Austin/dsm/patch_000228.tif","Austin","Austin/rgb/patch_000228.tif","training","000228"
"Austin/prompt_dsm_30m/patch_000119_prompt.tif","Austin/dsm/patch_000119.tif","Austin","Austin/rgb/patch_000119.tif","training","000119"
"Austin/prompt_dsm_30m/patch_000223_prompt.tif","Austin/dsm/patch_000223.tif","Austin","Austin/rgb/patch_000223.tif","training","000223"
"Austin/prompt_dsm_30m/patch_000212_prompt.tif","Austin/dsm/patch_000212.tif","Austin","Austin/rgb/patch_000212.tif","training","000212"
"Austin/prompt_dsm_30m/patch_000125_prompt.tif","Austin/dsm/patch_000125.tif","Austin","Austin/rgb/patch_000125.tif","training","000125"
"Austin/prompt_dsm_30m/patch_000235_prompt.tif","Austin/dsm/patch_000235.tif","Austin","Austin/rgb/patch_000235.tif","training","000235"
"Austin/prompt_dsm_30m/patch_000363_prompt.tif","Austin/dsm/patch_000363.tif","Austin","Austin/rgb/patch_000363.tif","training","000363"
"Austin/prompt_dsm_30m/patch_000248_prompt.tif","Austin/dsm/patch_000248.tif","Austin","Austin/rgb/patch_000248.tif","training","000248"
"Austin/prompt_dsm_30m/patch_000311_prompt.tif","Austin/dsm/patch_000311.tif","Austin","Austin/rgb/patch_000311.tif","training","000311"
"Austin/prompt_dsm_30m/patch_000076_prompt.tif","Austin/dsm/patch_000076.tif","Austin","Austin/rgb/patch_000076.tif","training","000076"
"Austin/prompt_dsm_30m/patch_000194_prompt.tif","Austin/dsm/patch_000194.tif","Austin","Austin/rgb/patch_000194.tif","training","000194"
"Austin/prompt_dsm_30m/patch_000312_prompt.tif","Austin/dsm/patch_000312.tif","Austin","Austin/rgb/patch_000312.tif","training","000312"
"Austin/prompt_dsm_30m/patch_000017_prompt.tif","Austin/dsm/patch_000017.tif","Austin","Austin/rgb/patch_000017.tif","training","000017"
"Austin/prompt_dsm_30m/patch_000067_prompt.tif","Austin/dsm/patch_000067.tif","Austin","Austin/rgb/patch_000067.tif","training","000067"
"Austin/prompt_dsm_30m/patch_000146_prompt.tif","Austin/dsm/patch_000146.tif","Austin","Austin/rgb/patch_000146.tif","training","000146"
"Austin/prompt_dsm_30m/patch_000008_prompt.tif","Austin/dsm/patch_000008.tif","Austin","Austin/rgb/patch_000008.tif","training","000008"
"Austin/prompt_dsm_30m/patch_000020_prompt.tif","Austin/dsm/patch_000020.tif","Austin","Austin/rgb/patch_000020.tif","training","000020"
"Austin/prompt_dsm_30m/patch_000263_prompt.tif","Austin/dsm/patch_000263.tif","Austin","Austin/rgb/patch_000263.tif","training","000263"
"Austin/prompt_dsm_30m/patch_000375_prompt.tif","Austin/dsm/patch_000375.tif","Austin","Austin/rgb/patch_000375.tif","training","000375"
"Austin/prompt_dsm_30m/patch_000339_prompt.tif","Austin/dsm/patch_000339.tif","Austin","Austin/rgb/patch_000339.tif","training","000339"
"Austin/prompt_dsm_30m/patch_000327_prompt.tif","Austin/dsm/patch_000327.tif","Austin","Austin/rgb/patch_000327.tif","training","000327"
"Austin/prompt_dsm_30m/patch_000176_prompt.tif","Austin/dsm/patch_000176.tif","Austin","Austin/rgb/patch_000176.tif","training","000176"
"Austin/prompt_dsm_30m/patch_000284_prompt.tif","Austin/dsm/patch_000284.tif","Austin","Austin/rgb/patch_000284.tif","training","000284"
"Austin/prompt_dsm_30m/patch_000376_prompt.tif","Austin/dsm/patch_000376.tif","Austin","Austin/rgb/patch_000376.tif","training","000376"
"Austin/prompt_dsm_30m/patch_000292_prompt.tif","Austin/dsm/patch_000292.tif","Austin","Austin/rgb/patch_000292.tif","training","000292"
"Austin/prompt_dsm_30m/patch_000061_prompt.tif","Austin/dsm/patch_000061.tif","Austin","Austin/rgb/patch_000061.tif","training","000061"
